,start,end,text,labels
18042,26413,26556,british insulated helsby cables ltd v atherton ac lord cave laid test almost universely accepted,pre_not_relied
18043,26557,26949,lord cave observed expenditure made view bringing existence asset advantage enduring benefit trade think good reason absence special circum stances leading opposite conclusion treating expenditure properly attributable revenue capital,pre_not_relied
18055,29070,29221,decision expenditure securing advantage last least period five years treated enduring benefit,pre_relied
18056,29222,29492,jabbar v c andhra pradesh hyderabad scr assessee carrying business supplying lime sand purposes acquiring sand obtained lease river bed state government period months,pre_relied
18057,29493,29637,lease pay large amount lease money grant exclusive right carry away sand within upon land,pre_relied
18058,29638,29758,assessee proceedings assessment incometax claimed deduction regard amount paid lease money,pre_relied
18059,29759,30127,court held expenditure incurred assessee related acquisition asset right permanent character instead expenditure specific object ena bling assessee remove sand lying surface land stock trade business fore expenditure revenue expenditure,pre_relied
18061,30316,30513,commissioner inland revenue v carron company tax cases assessee carried business iron founders incor porated charter granted,pre_relied
18062,30514,30684,passage time many features become archaic unsuited modern conditions company 's commercial performance suffering progressive decline,pre_relied
18063,30685,30829,charter company placed restriction company 's borrowing powers placed restriction voting rights certain mem bers,pre_relied
18064,30830,31079,company decided petition supplementary charter providing vesting management board directors removal limitation compa ny 's borrowing powers restrictions issue transfer shares,pre_relied
18065,31080,31154,company 's petition contested dissenting share holders court,pre_relied
18066,31155,31360,company settled litigation pay cost legal action buy holdings dissenting share holders pursuance thereof supplementary charter granted,pre_relied
18067,31361,31563,assessment proceedings company claimed deduction payments made towards cost obtain ing charter amounts paid dissenting share holders expensed action,pre_relied
18068,31564,31642,special commissioner held company entitled deductions,pre_relied
18069,31643,31950,appeal house lords held since object new charter remove obstacle profitable trading engagement competent manager removal restrictions borrowing facilitated day day trading operation company expenditure income account,pre_relied
18070,31951,32213,house lords considered test laid lord cave l c british insulated company 's case held payments made company purpose removing disability company trading operation prejudiced operation,pre_relied
18071,32214,32346,achieved without acquisition tangible intangible asset without creation new branch trading activity,pre_relied
18072,32347,32463,commercial business point view nothing nature additional fixed capital thereby achieved,pre_relied
18073,32464,32700,court pointed sharp distinction removal disability one hand payment revenue payment bringing existence advantage payment may capital payment,pre_relied
18074,32700,32906,since case court company made payments removal disabilities confined business date charter expendi ture revenue account,pre_relied
18075,32907,33165,empire jute company v c itr court held expenditure made assessee purpose removing restriction number working hours view increase profits nature revenue expenditure,pre_relied
18076,33166,33548,court observed advantage consists merely facilitat ing assessee 's trading operations enabling man agement conduct assessee 's business carried efficiently profitably leaving fixed capital untouched expenditure would revenue account even though advantage may endure indefinite future,pre_relied
18085,35146,35206,fore acquisition capital asset,ratio
18086,35207,35525,dis pute assessee completed mining operations released land railway area within period years circumstances high court 's view benefit acquired assessee payment disputed amount benefit enduring nature sustain able law,ratio
18087,35526,35693,already observed may circumstances expenditure even incurred obtaining advantage enduring benefit may amount acquisition asset,ratio
18096,36971,37084,accordingly allow appeal set aside order high court store order tribunal,rpc
18097,37085,37124,appellant entitled costs,rpc
18098,37124,37162,n v k appeal allowed,none
18120,2780,2856,convenience may record facts income tax appeal,none
18121,2857,3409,appeal admitted consideration following questions law whether facts circumstances case law itat correct reversing order assessing officer confirmed cit exercising jurisdiction u income tax act determining book profits per amendment section jb ? ii whether facts circumstances case law itat correct holding provision section jb applicable assesseebank ?,issue
18122,3411,3508,appeals would adopt quoted questions substantial questions law,none
18134,4905,5006,tribunal opinion assessing officer wrongly exercised powers rectification,rlc
18135,5007,5216,tribunal noted coordinate bench assessee 's case assessment year held provisions section jb act applicable assesseebank,rlc
18136,5217,5249,tribunal held,rlc
18137,5250,5279,considered issue,rlc
18138,5280,5491,doubt assessment orders section passed years total income determined normal provisions book provisions section jb invoked,rlc
18139,5492,5710,issues considered normal assessment still pending itat adjudication whereas assessing officer guise section disallowed certain amounts revising book profits,rlc
18140,5711,6080,however even making adjustments tax normal provisions determined rs cores whereas tax section jb determined rs crores assessment years tax normal provisions determined rs crores normal provisions tax section jb rs crores section jb,rlc
18141,6081,6193,ultimately taxes determined normal provisions without exercising provisions section jb,rlc
18142,6193,6426,view entire exercises modifying orders redundant even adjustment tax determined normal provisions tax determined order section,rlc
18143,6427,6632,may retrospective amendment carried statue assessment modified without examining whether provisions made disallowed,rlc
18144,6633,6855,requires detailed examination fact submissions made authorities assessee appeared assessing officer furnishing various details amounts disallowed,rlc
18145,6856,7020,since requires claborate examination long run process opinion orders modified invoking provisions section,rlc
18146,7021,7191,coordinate bench assessee 's case assessment year held provisions section jb applicable assessee bank,rlc
18147,7192,7335,view hold order section passed assessing officer correct therefore set aside,rlc
18148,7336,7401,accordingly assessee 's grounds years allowed,rlc
18150,7464,7582,appearing revenue learned counsel submitted view expressed tribunal sustainable law,arg_petitioner
18151,7583,7665,provisions section jb sufficiently clear apply companies,arg_petitioner
18152,7666,7706,admittedly respondentbank company,arg_petitioner
18153,7707,7778,provisions section jb would applicable companies also,arg_petitioner
18154,7779,7913,submitted amendments made section jb act finance act would effect legal position,arg_petitioner
18155,7914,8098,amendments made alien position special companies banking companies electricity companies etc provisions income tax act,arg_petitioner
18156,8099,8295,amendments way suggest prior legislative changes provisions section jb act applicable banking companies special companies,arg_petitioner
18157,8295,8391,hand learned counsel shri pardiwalla led arguments behalf assessee,arg_respondent
18158,8392,8564,submitted mechanism provided computing book profit terms sub section section jb act would wholly unworkable banking company,arg_respondent
18159,8565,8679,submitted anomaly removed legislature amending section jb finance act,arg_respondent
18160,8680,8765,till banking companies within fold section jb act,arg_respondent
18161,8765,8869,submitted machinery provision fails charging section shall applicability,arg_respondent
18162,8870,8960,counsel relied certain decisions reference made appropriate stage,arg_respondent
18164,9076,9382,well known section jb act pertains special provisions payment tax certain companies provides formula payment minimum tax case companies whose tax payable total income works certain minimum threshhold percentage book profit,sta
18165,9383,9489,provision successor section ja act also introduced purpose,sta
18203,18767,18861,held duly supported division bench judgment kerala high court,pre_relied
18204,18862,19041,case assessee court kerala state electricity board statutory corporation constituted section electricity supply act,pre_relied
18205,19042,19162,revenue sought cover said electricity board provisions section jb assessee opposed,pre_relied
18206,19163,19203,issue reached kerala high court,pre_relied
18207,19203,19318,court referred relied upon decision supreme court case b c shrinivasa setty supra,pre_relied
18208,19319,19498,noticed board required keep maintain account manner specified central government manner specified companies act,pre_relied
18209,19499,19598,view matter held section jb would apply electricity board,pre_relied
18212,19931,20109,present form post amendment finance act relevant portion section jb act reads special provision payment tax certain companies,sta
18213,20110,20116,jb,sta
18214,20117,21555,notwithstanding anything contained provision payable total income computed act respect previous year relevant assessment year commencing st day april less eighteen onehalf percent book profit book profit shall deemed total income assessee tax payable assessee total income shall amount incometax rate eighteen onehalf percent every assessee company company referred clause b shall purposes section prepare statement profit loss relevant previous year accordance provisions schedule iii companies act b company second proviso subsection section companies act applicable shall purposes section prepare statement profit loss relevant previous year accordance provisions act governing company provided preparing annual accounts including statement profit loss accounting policies ii accounting standards adopted preparing accounts including statement profit loss iii method rates adopted calculating depreciation,sta
18215,21555,21836,shall adopted purpose preparing accounts including statement profit loss laid company annual general meeting accordance provisions section companies act,sta
18219,22459,22577,per section jb every company required prepare accounts per schedule vi companies act,sta
18243,28103,28823,closing may also take note explanation subsection section jb act reads explanation removal doubts hereby clarified purposes section assessee company proviso subsection section companies act applicable assessment year commencing st day april option prepare profit loss account relevant previous year either accordance provisions part ii part iii schedule vi companies act accordance provisions act governing company,sta
18249,29858,29932,plain terms case retrospective legislative amendment,ratio
18250,29933,29998,stated clarificatory amendment removal doubts,ratio
18251,29999,30291,plain language subsection section jb permit ambiguity think legislature introducing clarificatory declaratory amendment cure defect without resorting retrospective amendment present case admittedly done,ratio
18252,30291,30454,result hold subsection jb stood prior amendment virtue finance act would applicable banking company,rpc
18253,30455,30533,answer question favour assessee revenue,rpc
18254,30534,30657,view question correctness order rectification passed assessing officer becomes unimportant,rpc
18255,30658,30698,question therefore answered,rpc
18256,30699,30729,appeals dismissed,rpc
18257,30729,30802,sarang v kotwal j akil kureshi j,none
18281,3126,3187,following points determined case,issue
18282,3188,3418,whether pm ganua accused along others committed dacoity cash rs gold ornaments one pistol nos cartridge nos mobile phones house informant,issue
18283,3418,3426,ii,issue
18284,3427,3652,whether relevant date time place accused along others found carrying gun hold licence issued accordance provision arms act rules made thereunder,issue
18285,3652,3658,iii,issue
18286,3659,3825,whether relevant date time place accused along others carrying fire arms like guns unlawful purpose e commission dacoity,issue
18320,9226,9401,hence basing reason court come irresistible conclusion prosecution utterly failed bring home charges present accused,ratio
18321,9402,9444,entitled clean acquittal,ratio
18322,9445,9631,result found present accused guilty commission offence u ipc arms act acquitted therefrom per section cr p c,rpc
18323,9632,9663,set liberty forthwith,rpc
18324,9663,9846,seized articles destroyed four months expiry appeal period case appeal disposed per order hon'ble appellate court,rpc
18325,9848,9914,enter case mistake facts statistical purpose,rpc
18326,9916,10045,pronounced judgment open court given signature seal court th day july,none
18327,10047,10136,typed dictation office computer corrected asst sessions judge bonai,none
18328,10137,10175,asst sessions judge bonai,none
18329,10175,10193,,none
18330,10226,10236,,none
18331,10237,10436,list prosecution witnesses p w bijay kumar patra p w kulamani patra p w tapan kumar patra p w smt kishorilata patra p w smt bhagabati patra p w jyotshnarani patra,none
18332,10438,10730,list defence witnesses nil list exts marked prosecution ext fir ext signature p w list exts marked defence nil list material objects nil asst sessions judge bonai,none
18361,3263,3412,petitioner cr mis voluntarily surrendered learned magistrate turn remanded judicial custody,rlc
18371,4789,4907,contended reasonable grounds believe petitioners committed said offences,arg_respondent
18372,4908,4987,petitioners cr mis absconding since date offence,arg_respondent
18373,4988,5032,petitioners influential persons,arg_respondent
18374,5032,5071,investigation preliminary stage,arg_respondent
18375,5072,5189,petitioners released bail may abscond may tamper prosecution witnesses may hamper investigation,arg_respondent
18376,5190,5257,hence petitioners prayed rejection bail petitions,arg_respondent
18377,5259,5376,heard arguments learned counsels appearing behalf petitioners learned public prosecutor,none
18378,5377,5431,following points would arise consideration,issue
18379,5432,5540,whether petitioners cr mis entitled anticipatory bail prayed petition ?,issue
18380,5540,5639,whether petitioners cr mis entitled bail prayed petition ?,issue
18381,5639,5655,order ?,issue
18386,6465,6584,learned counsel petitioners cr mis would contend petitioners cook hotel,arg_petitioner
18387,6585,6869,learned counsel petitioners cr mis would contend petitioners owners hotel running hotel agriculturists profession nothing alleged brothel carried hotel,arg_petitioner
18393,7793,8073,regard nature magnitude offence view petitioners cr mis could given benefit anticipatory bail petitioners cr mis could given benefit regular bail imposing certain conditions,ratio
18394,8074,8149,accordingly answered point nos affirmative,ratio
18395,8149,8407,point result reasons stated proceed pass following order petition cr mis nos cr mis filed petitioners section cr p c respectively stands accepted,rpc
18396,8407,8676,respondent police directed enlarge petitioners cr mis bail event arrest cr executing personal bond sum rs rupees one lakh two sureties like sum,rpc
18397,8678,8894,petitioners cr mis enlarged bail executing personal bond sum rs rupees one lakh two sureties like sum subject following conditions,rpc
18398,8895,9002,petitioners petitions shall tamper prosecution witnesses hamper investigation,rpc
18399,9002,9234,petitioners cr mis shall appear investigating officer within days date order investigating officer shall interrogation release bail obtaining necessary bonds,rpc
18400,9234,9411,petitioners cr mis shall appear investigating officer st th every month mark attendance till orders court,rpc
18401,9411,9530,petitioners cr mis shall leave jurisdiction concerned court without prior sanction,rpc
18402,9530,9638,petitioners violate conditions bail order order automatically stands cancelled,rpc
18403,9638,9945,original common order shall kept cr mis copy thereof cr mis dictated judgement writer transcribed computer revised corrected pronounced open court day th day december n rudramuni,none
18404,9946,9955,principal,none
18405,9956,9964,district,none
18406,9965,9990,sessions judge mysore,none
18407,9990,9996,par,none
18430,2601,3047,factual matrix hearing sides find points call determination follows whether around village road bus stand pada tudalaga bargaon p accused found possessing litres liquor without licence valid authority ? ii liquor jerrycan seized exclusive conscious possession accused ?,issue
18447,4912,5153,order establish offence u act prosecution must establish following seized substance liquor ii said liquor possessed accused without licence authority,sta
18448,5154,5238,iii seized exclusive conscious possession accused,sta
18457,6447,6728,therefore held prosecution failed bring forth direct cogent evidence accused establish essential ingredients offence u act accordingly points answered negative favour accused,ratio
18458,6728,6939,result accused niranjan ekka held guilty committed alleged offence u bihar orissa excise act therefore acquitted u cr p c,rpc
18459,6940,7009,set liberty forthwith discharged bail bonds,rpc
18460,7011,7202,seized items destroyed four months expiry appeal period appeal preferred preferred dealt per direction appellate court,rpc
18461,7202,7272,status accused accused bail present,rpc
18462,7273,7310,enter case mistake fact ',rpc
18463,7311,7339,c j cum j f c rajgangpur,rpc
18464,7341,7506,judgment typed corrected signed pronounced open court today e th day may hand seal court,none
18465,7506,7536,c j cum j f c rajgangpur,none
18466,7536,7619,list prosecution witnesses p w bikram bag p w sandeep kumar naik,none
18467,7619,7648,p w dolagobinda panda,none
18468,7650,7726,list defence witnesses none list exhibits marked prosecution,none
18469,7727,7749,ext seizure list,none
18470,7749,8015,ext signature p w ext ext signature p w ext ext tested blue litmus paper strip ext hydrometer chart ext signature p w ext list exhibits marked defence nil c j cum j f c rajgangpur,none
18492,1971,2245,points determination whether pm near mahuljor forest area sundargarh accused driving hero honda splender motor cycle bearing regd g rashly negligently public way endanger human life ? ii,issue
18493,2246,2449,whether mentioned date time place accused caused hurt grand son informant namely deepak kumar patel due rash negligent driving mentioned vehicle ?,issue
18494,2450,2637,iii whether mentioned date time place accused caused death deepak kumar patel rash negligent act amounting culpable homicide ?,issue
18495,2638,2774,iv whether mentioned date time place accused contravened provision sec sec mv act,issue
18520,7739,7861,view discussion court finds lack evidence bring home charges levelled accused,ratio
18521,7861,8032,result hold accused guilty offence u ipc acquitted therefrom per provision section cr p c,rpc
18522,8033,8108,accused set liberty forthwith required case,rpc
18523,8110,8333,zimanama cancelled seized articles handed rightful owner four months expiry appeal period case appeal case appeal per order appellate court,rpc
18524,8335,8395,enter case mistake fact statistical purpose,rpc
18525,8395,8417,j sundargarh,none
18526,8417,8628,transcript typed dictation corrected judgment pronounced open court presence accused signature seal th day march,none
18527,8628,8650,j sundargarh,none
18528,8652,9008,list witnesses examined prosecution p w dr ruma mohapatra p w dr sura bhitria p w baikuntha naik p w aswini kumar naik p w samir ranjan naik p w sandhya rani naik p w sumanyu kumar patel p w shyama kishan p w bhabani kishan p w surendra kumar patel list witnesses examined defence,none
18529,9009,9769,nil list exhibits marked behalf prosecution ext injury report ext signature p w ext injury report ext signature p w ext fir ext signature p w ext signature iic endorsement fir ext formal fir ext signature iic formal fir ext inquest report ext signature p w ext signature p w ext seizure list ext signature p w ext signature p w ext zimanama ext signature p w ext zimanama ext signature p w ext signature p w ext signature p w ext spot map ext signature p w ext requisition ext signature p w ext,none
18530,9769,9861,seizure list ext signature p w ext signature p w ext ext,none
18531,9861,9959,seizure list ext signature p w list exhibits marked behalf defence nil,none
18532,9959,10010,list marked behalf prosecution,none
18533,10010,10061,nil list marked behalf defence,none
18534,10061,10067,nil,none
18535,10067,10089,j sundargarh,none
18554,4030,4522,view circular dated passed central board direct taxes short cbdt ' appellate tribunal examining matter held assessee rendered service india received fees foreign exchange retainer agreement entered assessee foreign enterprises view explanation iii section act assessee entitled relief dismissed appeal,rlc
18556,4613,5308,instant appeal admitted considering following substantial questions law whether facts circumstances case law appellate tribunal grossly erred dismissing appeal without considering submissions made appellant challenging reopening assessment initiating proceedings u act ? whether facts circumstances case law appellate tribunal erred examining documents produced appellant appreciate assessee producing fax receipts sent singapore demonstrated rendered services india india ?,issue
18557,5308,5316,sri,arg_petitioner
18558,5316,5578,k p kumar learned senior advocate appearing vasan associates appellant contended order passed appellate tribunal confirming order passed first appellate authority well assessing authority contrary law,arg_petitioner
18559,5579,5674,submitted reopening assessment section act contrary law,arg_petitioner
18560,5675,5815,open assessing officer reappraisal opinion already reached change opinion permitted law,arg_petitioner
18561,5816,5875,hence reopening assessment without jurisdiction,arg_petitioner
18562,5876,5986,submitted assessing officer failed furnish reason reopening assessment,arg_petitioner
18563,5987,6081,appellate authority failed appreciate circular dated issued cbdt,arg_petitioner
18564,6082,6142,submitted assessee advocate profession,arg_petitioner
18565,6143,6225,entered retainer agreement buckeye corporation private limited,arg_petitioner
18566,6226,6357,given legal opinion matters required company since said company wanted establish industry india,arg_petitioner
18567,6358,6476,assessee resident india fulfilled conditions prescribed section act,arg_petitioner
18568,6476,6643,consideration professional service rendered agreed rendered outside india received fee convertible foreign exchange brought india,arg_petitioner
18569,6644,6775,hence entitled deduction income received brought india computing total income assessee,arg_petitioner
18570,6776,6855,services rendered assessee india foreign enterpriser,arg_petitioner
18571,6856,7272,circular issued cbdt vide circular dated categorically states long technical professional services rendered india received foreign government enterprise outside india deduction section would available person rendering services even foreign recipient services utilizes benefit services india,arg_petitioner
18572,7273,7325,tribunal misunderstood misread circular,arg_petitioner
18573,7326,7658,also relied upon judgments reported itr commissioner income tax v inchcape india p limited itr delhi li fung india p ltd v commissioner income tax taxman commissioner income tax v eicher consultancy services ltd sought allowing appeal,arg_petitioner
18574,7658,7889,hand sri k v aravind learned counsel appearing revenue argued support order passed tribunal contended assessee entitled benefit section act,arg_respondent
18575,7890,8164,retainer agreement entered assessee buckeye corporation p limited clearly disclose assessee act advocate render legal services conduct cases india view explanation iii section act,arg_respondent
18576,8165,8212,assessee entitled deduction,arg_respondent
18577,8213,8434,support said contention learned counsel revenue relied upon judgment itr delhi case anand anand v commissioner income tax sought dismissal appeal,arg_respondent
18578,8434,8590,carefully considered arguments addressed learned counsel parties perused orders impugned relevant records,none
18589,12119,12324,better appreciation facts section act stood relevant point time reads sec deduction respect royalties etc certain foreign enterprises,sta
18590,12325,13691,gross total income assessee indian company person company resident india includes income way royalty commission fees similar payment received assessee government foreign state foreign enterprise consideration use outside india patent invention model design secret formula process similar property right information concerning industrial commercial scientific knowledge experience skill made available provided agreed made available provided government enterprise assessee consideration technical professional services rendered agreed rendered outside india government enterprise assessee income received convertible foreign exchange india received convertible foreign exchange outside india brought india behalf assessee accordance law time force regulating payments dealings foreign exchange shall allowed accordance subject provisions section deduction amount equal fifty per cent income received brought india computing total income assessee explanation,sta
18591,13692,14203,purposes section convertible foreign exchange means foreign exchange time treated rbi convertible foreign exchange purposes law time force regulating payments dealings foreign exchange ii foreign enterprise means person non resident iii services rendered agreed rendered outside india shall include services rendered india shall include services rendered india,sta
18604,16450,16663,li fung india private limited v commissioner income tax delhi high court examined matter regard managerial services rendered assessee falls technical services,pre_not_relied
18605,16664,16862,commissioner income tax v inchcape india p ltd delhi high court examined services rendered regard dyeing testing divisions whether technical service ?,pre_not_relied
18606,16863,17042,commissioner income tax v eicher consultancy services ltd delhi high court dealt providing consultancy services foreign company faridabad,pre_not_relied
18607,17043,17114,said judgments applicable facts present case,pre_not_relied
18608,17115,17273,hand judgment delhi high court anand anand v commissioner income tax squarely applicable facts present case,pre_relied
18609,17274,17380,said case court dealing legal services rendered firm foreign company,pre_relied
18610,17381,17564,delhi high court examining section also clarification issued cbdt held assessee entitled deduction section act,pre_relied
18611,17565,17625,relevant paragraph said judgment reads,pre_relied
18612,17626,17698,opinion merits contention urged mr vohra,pre_relied
18613,17699,17874,legislative intent behind provision much clear expln iii need detailed exercise involving interpretation provision,pre_relied
18614,17875,18033,explanation makes abundantly clear deduction allowable foreign receipts relatable services rendered india,pre_relied
18615,18034,18129,professional 's service rendered within india much rendered india,pre_relied
18616,18130,18281,would depend upon nature service whether provider recipient service located two different countries,pre_relied
18617,18282,18569,instance cases professional offers professional advice client stationed outside india service said rendered india rendition advice professional recipient flowing outside country,pre_relied
18618,18570,18746,flow technical professional expertise knowledge expert located india recipient outside india would doubtless constitute service rendered india,pre_relied
18619,18747,18853,time service rendered expert may limited advice opinion subject,pre_relied
18620,18854,18955,may times accompanied experts various acts within outside country,pre_relied
18621,18956,19116,service limited advice without acts performed outside country payments received foreign exchange would qualify deduction,pre_relied
18622,19116,19332,may cases professional case appellant us offers professional services courts within country receives payment rendition services,pre_relied
18623,19333,19485,situation client gets services professional rendered india relation matter pending courts,pre_relied
18624,19486,19621,fact client eventually benefits service india stationed outside country sole criterion,pre_relied
18625,19621,19753,payments received professional services would therefore qualify deduction,pre_relied
18627,19860,20052,tribunal first appellate authority assessing authority examining matter concurrently held assessee entitled deduction section act,ratio
18628,20053,20135,find infirmity irregularity order passed authorities,ratio
18629,20136,20260,examining matter also found assessee entitled deduction section act,ratio
18630,20261,20353,hence substantial questions law framed appeal held assessee,rpc
18631,20354,20391,accordingly appeal dismissed,rpc
18632,20391,20421,sd judge sd judge mpk,none
18644,1510,1543,badar durrez ahmed j oral,none
18670,5846,6033,apparent response serial ii e form ccb filed along return petitioner assessee indicated ‘ na ’ meaning thereby apply,arg_petitioner
18671,6034,6166,question whether undertaking enterprise manufactures produces article thing specified th schedule,arg_petitioner
18672,6168,6176,,arg_petitioner
18673,6176,6401,pointed virtue section ic said act deduction thereunder given undertaking manufactures articles specified th schedule said act,arg_petitioner
18674,6403,6411,,arg_petitioner
18675,6411,6755,serial th schedule income tax act reads activity article excise sub class national thing classification industrial classification nic xxx xxx xxx plastics articles thereof,arg_petitioner
18676,6756,6967,clear plastics articles referred serial th schedule pertain goods falling within excise classification range,arg_petitioner
18677,6968,7143,learned counsel petitioner submitted pet bottles manufactured petitioner fell within chapter heading sub heading,arg_petitioner
18678,7144,7247,heading relates ‘ carboys bottles flasks similar articles ’ sub heading,arg_petitioner
18679,7248,7310,refers ‘ insulated ware ’ refers ‘ ’,arg_petitioner
18680,7310,7397,sub heading pet bottles manufactured petitioner falls,arg_petitioner
18681,7398,7724,therefore pointed learned counsel petitioner pet bottles manufactured petitioner fall within articles specified th schedule said act therefore form part negative list respect deduction section ic claimed,arg_petitioner
18682,7724,8064,pointed learned counsel petitioner purported reason indicated opening assessment pet bottles manufactured petitioner entitled deduction section ic fell within serial th schedule said act,arg_petitioner
18683,8064,8074,,arg_petitioner
18684,8074,8424,reasoning adopted two years opening sought four years end relevant assessment year since petitioner answered ‘ applicable ’ regard serial ii e form ccb petitioner failed disclose full true material facts necessary assessment,arg_petitioner
18685,8425,8751,apart learned counsel petitioner also drew attention assessment order dated pertaining assessment year wherein assessing officer allowed deduction claimed petitioner specifically noted “ assessee filed necessary evidences ”,arg_petitioner
18686,8752,9057,also pointed learned counsel prior completion assessment several letters including letters dated written petitioner assessing officer explaining inter alia claim deduction section ic,arg_petitioner
18687,9058,9232,learned counsel petitioner also drew attention objections taken petitioner purported reasons opening assessment,arg_petitioner
18688,9233,9676,objections petitioner specifically taken plea th schedule said act particularly serial thereof misrepresented revenue inasmuch realized product manufactured petitioner fell within heading therefore negative list dealt articles falling within headings central excise classification,arg_petitioner
18689,9677,9872,unfortunately aspect matter dealt appropriately assessing officer order dated rejecting objections raised petitioner,arg_petitioner
18690,9872,10055,also heard learned counsel respondent supported issuance notices also purported reasons order rejecting objections,arg_respondent
18701,12287,12479,thus view established facts case assessing officer could even taken prima facie view reasons believe income escaped assessment,ratio
18702,12480,12643,consequently feel facts circumstances case issuance notices section said act warranted,ratio
18703,12644,12727,said notices quashed proceedings pursuant thereto also quashed,rpc
18704,12729,12768,writ petitions allowed,rpc
18705,12769,12817,pending applications also stand disposed,rpc
18706,12818,12855,shall orders costs,rpc
18707,12855,12913,badar durrez ahmed j r v easwar j february kb,none
18717,1945,2169,criminal appellate jurisdiction criminal appeal appeal special leave judgment order dated assam nagaland high court gauhati criminal appeal,none
18718,2169,2201,k nandy appellants,none
18719,2201,2237,n choudhary respondent,none
18720,2237,2293,judgment court delivered untwalia j,none
18737,4154,4220,trial judge gave benefit doubt acquitted,rlc
18739,4286,4493,high court set aside order acquittal convicted three appellants offence murder shashi mohan aid section sentenced impri sonment life,rlc
18766,7707,7890,question consideration however whether conviction three appellants section aid section penal code justified law,issue
18769,8311,8497,section 'penal code says several persons engaged concerned commission criminal act may guilty different offences means act,sta
18770,8499,8877,afrahim sheikh others v state west bengal hidayatullah j pointed possible apply ingredients section relation commission offence tinder section part ii even though death caused knowledge persons participating occurrence act death likely caused,pre_relied
18771,8878,9011,sharing common intention pointed case commission act acts death occasioned,pre_relied
18772,9012,9157,reference section learned judge observed page say even though several persons may single criminal act,pre_relied
18773,9158,9233,responsibility may vary according degree participation,pre_relied
18774,9234,9304,illustration given clearly brings point,pre_relied
18775,9304,9604,lastly section provide responsibility corn pleted criminal act may different grades according share taken different accused completion criminal act section mention anything intention common otherwise knowledge,pre_relied
18776,9604,9775,c r injuries found person deceased p w dr kalita held autopsy dead body severe nature,pre_relied
18804,13108,13262,facts case indicate bhaba nanda shared common intention two brothers commission lesser offence murder,ratio
18805,13263,13420,committing act furtherance common intention phanidhar harendra developed shared common intention causing murder,ratio
18806,13420,13513,reasons stated appeal appellants phanidhar harendra dismissed,rpc
18807,13514,13558,appeal bhaba nanda partly allowed,rpc
18808,13559,13652,conviction altered sections section part read section,rpc
18809,13652,13754,sentence life imprisonment imposed altered rigorous imprisonment years,rpc
18810,13755,13835,conviction appellants sections also main tained,rpc
18811,13835,13881,r appeal allowed part,rpc
18824,865,887,k sikri j oral,none
18838,3690,3819,cit found total expenses incurred assessee rs bifurcation thereof,rlc
18839,3820,3870,recovered indian customers,rlc
18840,3871,4071,recovered foreign customers indian projects relocation expenses expenses,rlc
18841,4071,4203,treated expenses recovered indian customers well expenses incurred indian projects domestic expenses,rlc
18842,4204,4457,expenses tune rs treated common expenses expenses divided foreign business receipts indian business receipts applying formula devised assessing officer,rlc
18845,4559,4572,,arg_petitioner
18846,4572,4864,mr sabharwal learned counsel appearing revenue could find fault approach cit separating expenses exclusively incurred indian business foreign business respectively expenses common objection,arg_petitioner
18847,4865,5013,submission however detail given respect indian projects relocation expenses treated domestic expenses,arg_petitioner
18852,5529,5542,,ratio
18853,5542,6023,therefore opinion pure finding fact recorded cit accepted income tax appellate tribunal itat well since un challenged indian projects relocation expenses tune rs incurred assessee could treated exclusively domestic expenses therefore taken account apportioning foreign expenses domestic expenses,ratio
18854,6023,6121,thus find question law arises accordingly appeal dismissed,rpc
18855,6121,6180,k sikri j siddharth mridul j november dn,none
18874,3128,3188,civil appellate jurisdiction civil appeal,none
18875,3188,3306,appeal judgment dated july patna high court miscellaneous judicial case,none
18876,3306,3361,r ganapathy iyer r h dhebar appellant,none
18877,3361,3423,v viswanatha sastri r c prasad respondent,none
18878,3423,3429,,none
18879,3430,3442,november,none
18898,6519,6953,section amending act substituted new section place addition textual changes concerned also added proviso following effect provided income tax officer shall issue notice sub section unless recorded reasons commissioner satisfied reasons fit case issue notice,sta
18899,6953,7061,question whether notices issued rendered void operation proviso ',issue
18901,7202,7360,relies upon decision privy council lemm v mitchell eyre v wynn mackenzie butcher v henderson support proposition,pre_not_relied
18902,7362,7473,last two cases bearing upon matter strong reliance placed upon privy council case,pre_not_relied
18903,7474,7984,case earlier action commenced ordinance abrogated right action criminal conversation already ended favour defendant appeal therefrom pending held revival right action criminal conversation invest plaintiff right begin action thus expose defendant double jeopardy act unless statute expressly definite words gave right,pre_not_relied
18904,7985,8035,privy council case thus entirely different,pre_not_relied
18905,8035,8405,doubt general clauses act provided act repeals enactment unless different intention appears repeal shall affect previous operation enactment repealed anything duly done thereunder affect right obligation liability acquired accrued incurred enactment repealed,sta
18906,8406,8526,provides legal proceedings may continued enforced repealing act passed,sta
18913,9643,9772,principle applied court venkatachalam v bombay dyeing mfg co ltd equally applicable,pre_relied
18914,9772,9967,question law raised us could view decision court narayana chetty v income tax officer proviso mandatory character,pre_relied
18915,9968,10116,indeed time enough fresh notices issued fail see old notices recalled fresh ones issued,ratio
18916,10116,10237,reasons agreement high court answers given dismiss appeal costs,rpc
18917,10237,10256,appeal dismissed,rpc
18918,10256,10312,c r r,none
18950,5156,5242,third respondent sri sangat singh appeared filed counter affidavit,arg_respondent
18951,5243,5426,states owner shops occupation writ petitioners virtue sale deed executed aforementioned landlady favour year,arg_respondent
